created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-02-11 18:00:01+00:00,"The #coronavirus outbreak is way more deadly than it seems. In fact, the extent of the disease is evident by the cloud of Sulphur dioxide which is seen in the affected cities. These clouds are a proof of bodies being cremated in #China.
https://t.co/r2tEfdE6IT",SkymetWeather,India,"Round the clock pan India weather alerts, forecasts and observations. Latest news and updates on #DelhiPollution, #Winters, #NortheastMonsoon",71012,665,72733,True,No Value Mentioned
2020-02-11 18:00:02+00:00,RT @SangramSatpath3: This is pathetic,Sandeep71121431,"Kolkata, India","justice,humanity, democracy. Retired.",319,178,48936,False,This is pathetic https://t.co/ZGDyZ71ppr
2020-02-11 18:00:06+00:00,"RT @ZaaraAafridi: Arrest the corona virus.This idiot is more dangerous😡. Than any other virus . @Uppolice @dgpup
@CMOfficeUP @myogiadityana…",amankhanask,"Indore, India",I am burnol ( burn all for andhbhakt ),319,924,28420,False,"Arrest the corona virus.This idiot is more dangerous😡. Than any other virus . @Uppolice @dgpup
@CMOfficeUP @myogiadityanath #Arrest_Anuj"
2020-02-11 18:00:06+00:00,ETAuto | Automakers may have to seek extension of BS-IV deadline if China shutdown continues https://t.co/feMifNe6NV,ETAuto,"New Delhi, India","The Economic Times, The No.1 Business Daily In India, is your most trusted resource on #cars #bikes & #automobiles",27084,96,77032,False,No Value Mentioned
2020-02-11 18:00:17+00:00,https://t.co/Hrggqorra1 RT @tonydaopharmd: WHO warns of global shortage of coronavirus protective equipment https://t.co/qHL9ncLqAJ #pharmacists #pharmacy… https://t.co/ECBRXGjavJ,sbmahapatra1,"Mumbai, India",Specialization in IT and Telecom Solutions and Services with a focus on Integration Frameworx,320,610,10572,False,No Value Mentioned
2020-02-11 18:00:22+00:00,"RT @Abdullah_abuuu: This @Real_Anuj always abusing our religion Islam and calling #coronavirus to our holy book Quran.
Will @Uppolice take…",amankhanask,"Indore, India",I am burnol ( burn all for andhbhakt ),319,924,28420,False,"This @Real_Anuj always abusing our religion Islam and calling #coronavirus to our holy book Quran.
Will @Uppolice take any action against this terrorist to be sent jail immediately?

@Troll_Ziddi

#Arrest_Anuj"
2020-02-11 18:00:37+00:00,RT @PressSec: “The first duty of the federal government is to keep our citizens safe.” Excellent OpEd on our country’s coronavirus response…,flowersranda9,"Indiana, USA","Hard working conservative, 
🇺🇸#TRUMP2020🇺🇸, MAGA, KAG, Christian, father, grandfather (Papaw)",799,762,27614,False,“The first duty of the federal government is to keep our citizens safe.” Excellent OpEd on our country’s coronavirus response by ⁦@SecPompeo⁩ and ⁦@SecAzar⁩. https://t.co/HpLzHmPu3B
2020-02-11 18:00:39+00:00,"RT @DarrenPlymouth: ""China is hiding the real numbers of deaths"" WION News (India)

This report also notes the increased SO2 concentration…",KirtiPandey,"New Delhi, India","शांताकारं भुजगशयनं पद्मनाभं सुरेशम् , विश्वाधारं गगनसदृशं मेघवर्णं शुभाङ्गम् | लक्ष्मीकान्तं कमलनयनं योगिभिर्ध्यानगम्यम्, वन्दे विष्णुं भवभयहरं सर्वलोकैकनाथम् |",1040,4997,36448,False,"""China is hiding the real numbers of deaths"" WION News (India)

This report also notes the increased SO2 concentration around #Wuhan detected by satellite, which could be attributed to the burning of a large no of bodies &amp; medical supplies. 

#coronavirus 
https://t.co/6Y47VaxWoZ"
2020-02-11 18:00:41+00:00,"RT @charliekirk11: Sick:

Border Patrol officers intercepted a passenger from China carrying 200 dead birds in his suitcase

He was trying…",DianaGail51,Indian Territory,"As for me and my house, we will serve the LORD!
Natural blonde! 
Recently widowed.  Mom of four sons who are creative, visionaries for the Kingdom of God.",1210,1868,11318,False,"Sick:

Border Patrol officers intercepted a passenger from China carrying 200 dead birds in his suitcase

He was trying to enter the country through Virginia with what could have been infected carcasses

What was he planning?

RT if we should ban all travel to and from China!"
2020-02-11 18:00:42+00:00,RT @ChinaDaily: Every chance of going out needs to be cherished during the #coronavirus outbreak in #China. This time the woman used the ch…,babstweetz,India,"#iworkforDell  Dreamer. Frequent Smiler. Wannabe World Changer. Avid Forgiver. Accident-prone Adventurer. I believe - ""Do It From The Heart Or Not At All""",502,780,5561,False,Every chance of going out needs to be cherished during the #coronavirus outbreak in #China. This time the woman used the chance of dumping trash to practice #kungfu sword. https://t.co/ooc5YrPuO7
