created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-04-24 22:07:37+00:00,"RT @NKudashev: Spoke to @sidhant on cooperation between Russia and India amid #COVID19.

Full video: https://t.co/WJdArSSQOP

@mfa_russia h…",imPratap_,"Chennai, India",🇮🇳Proud Indian 🇮🇳Nation 1st for me & I am Hindu🚩RSS 🚩ABVP supporter✍️ ☝️Tukude tukude Gang ☝️ Anti-national ☝️Sedosuecular don't follow me.,4474,5053,34977,False,"Spoke to @sidhant on cooperation between Russia and India amid #COVID19.

Full video: https://t.co/WJdArSSQOP

@mfa_russia https://t.co/b89H2sZ4lK"
2020-04-24 22:07:37+00:00,"RT @INCIndia: As the lockdown continues, all sections of our society continue to face acute hardship and distress… The Central govt does no…",Ajumuthulla2001,"Pondicherry, India",No Value Mentioned,9,105,171,False,"As the lockdown continues, all sections of our society continue to face acute hardship and distress… The Central govt does not appear to have a clear idea on how the situation will be managed after 3rd May: Congress President Smt. Sonia Gandhi speaking at CWC meeting. https://t.co/0xAIx2IfTu"
2020-04-24 22:07:37+00:00,"RT @narendramodi: Ramzan Mubarak! I pray for everyone’s safety, well-being and prosperity. May this Holy Month bring with it abundance of k…",aleemkhan2016,"Bareilly, India","The First Duty Of Human Is To Save Humanity
पेशे से यांत्रिकी अभियंता(Mechanical Engineer at Central water commission of India
No hatred only spread positivity",31,17,1836,False,"Ramzan Mubarak! I pray for everyone’s safety, well-being and prosperity. May this Holy Month bring with it abundance of kindness, harmony and compassion. May we achieve a decisive victory in the ongoing battle against COVID-19 and create a healthier planet."
2020-04-24 22:07:37+00:00,RT @AFP: President Donald Trump signed into law a nearly half-trillion dollar relief package for the US economy in the latest bid to stave…,ArunThomas9847,"INDIA,KERALA,KOLLAM.UAE",YOU ARE LOOKING GOOD,750,4962,99319,False,President Donald Trump signed into law a nearly half-trillion dollar relief package for the US economy in the latest bid to stave off the crushing effects of the coronavirus shutdown https://t.co/A4JxkwpwR1
2020-04-24 22:07:38+00:00,"RT @ANI: MHA orders to exempt all shops under Shops&amp;Establishment Act of States/UTs, including shops in residential complexes and market co…",ParthPa07241800,India,"Honored to be followed by @TcGehlotOffice, @Mohsinrazabjpup ,@Shehzad_Ind, @OfficeOf_MM ,@OfficeOfRKSingh and @VijayGoelOffice",2783,4621,976952,False,"MHA orders to exempt all shops under Shops&amp;Establishment Act of States/UTs, including shops in residential complexes and market complexes, except shops in multi-brand &amp; single-brand malls, outside limits of Municipal Corporations from revised consolidated lockdown restrictions. https://t.co/sDHUAszJTZ"
2020-04-24 22:07:41+00:00,"RT @AFP: After weeks of coronavirus lockdown in the German capital Berlin with bars, restaurants, shops and cinemas all closed, movies are…",ArunThomas9847,"INDIA,KERALA,KOLLAM.UAE",YOU ARE LOOKING GOOD,750,4962,99319,False,"After weeks of coronavirus lockdown in the German capital Berlin with bars, restaurants, shops and cinemas all closed, movies are coming to the people with projections on bare walls in the courtyards of apartment buildings https://t.co/ReWG6ohbFC"
2020-04-24 22:07:46+00:00,"RT @WhiteHouse: Nationwide, the percentage of Coronavirus tests that come back positive has declined very significantly. 

In New York, new…",kishor5828,"Mumbai, India","Never give up. Great things take time. Be patient.

Senior Manager, Bank Of India, Head Office, Mumbai

Delhi University, Patna University",17,167,105,False,"Nationwide, the percentage of Coronavirus tests that come back positive has declined very significantly. 

In New York, new cases are down 50%, and fatalities are down 40%. https://t.co/Gv6qgXdFWM"
2020-04-24 22:07:52+00:00,RT @cricketaakash: Can someone explain what’s happening in the UK? No country is reporting such a high number of deaths and so few recoveri…,komalsatna93,"Rewa, India","#Bold #passionate #Journey
#Nationalist",203,681,8830,False,Can someone explain what’s happening in the UK? No country is reporting such a high number of deaths and so few recoveries.... hua kya hai?? #COVIDー19 https://t.co/ANyZ1fljkx
2020-04-24 22:07:55+00:00,"RT @DanSpehler: On this week's edition of @INFocusIndiana: I'll talk with @IndyMayorJoe Hogsett, @Trevor_Reports chats w/@SenatorBraun abou…",BobDonaldsonTV,"Indianapolis, Indiana","FOX59, CBS4 News Anchor, Retweets are my own, not endorsements. NJ native, Hoosier since 1991",5390,966,5069,True,"On this week's edition of @INFocusIndiana: I'll talk with @IndyMayorJoe Hogsett, @Trevor_Reports chats w/@SenatorBraun about COVID-19 and we talk about the economic &amp; electoral impact w/@EliseShrock @PeteThePlanner @AttyAbdul &amp; Bill Moreau - join us Sunday morning https://t.co/TEzC7EhDGl"
2020-04-24 22:07:58+00:00,"RT @theskindoctor13: With due respect to the gud work they've done in past, Modi govt must realise that however hard they try, they're NEVE…",itsRASingh,"New Delhi, India","Weekends YouTuber. Weekdays Messaging Consultant, I have been working on MS Intune, Exchange, Windows Servers, Hyper-V, GOOD for Enterprise, BlackBerry etc.",294,297,26006,False,"With due respect to the gud work they've done in past, Modi govt must realise that however hard they try, they're NEVER going to win the trust of M extremists. But with their appeasement, which is even more obvious during lockdown, they'll lose faith among their loyal supporters."
